2025-08-06 11:40:12,564 - INFO - ====== WebDriver manager ======
2025-08-06 11:40:16,551 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:16,683 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:16,737 - INFO - There is no [win64] chromedriver "139.0.7258.66" for browser google-chrome "139.0.7258" in cache
2025-08-06 11:40:16,745 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:17,020 - INFO - WebDriver version 139.0.7258.66 selected
2025-08-06 11:40:17,035 - INFO - Modern chrome version https://storage.googleapis.com/chrome-for-testing-public/139.0.7258.66/win32/chromedriver-win32.zip
2025-08-06 11:40:17,037 - INFO - About to download new driver from https://storage.googleapis.com/chrome-for-testing-public/139.0.7258.66/win32/chromedriver-win32.zip
2025-08-06 11:40:17,101 - INFO - Driver downloading response is 200
2025-08-06 11:40:18,357 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:21,294 - INFO - Driver has been saved in cache [C:\Users\Smith_Family7\.wdm\drivers\chromedriver\win64\139.0.7258.66]
2025-08-06 11:41:02,373 - INFO -    1. Add your JARVIS Pine Script to this chart
2025-08-06 11:41:02,377 - INFO -    2. Ensure EMA (12,26), RSI (14), MACD, and Bollinger Bands are visible
2025-08-06 13:24:15,452 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDBAC0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:24:23,595 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284054050>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:24:27,658 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284054270>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:24:31,712 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284054490>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:25:10,038 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000272840549E0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:25:14,117 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284054D10>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:25:18,206 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284054F30>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:25:26,410 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284055480>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:25:30,465 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000272840556A0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:25:34,547 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000272840558C0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:25:42,730 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284055E10>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:25:46,785 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284056030>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:25:50,859 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDBF00>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:26:29,221 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDB8A0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:26:33,322 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDB790>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:26:37,377 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDB350>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:26:45,527 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDB020>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:26:49,581 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDAE00>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:26:53,629 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDAAD0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:27:01,786 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDA470>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:27:06,540 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDA250>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:27:11,269 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FDA140>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:27:50,154 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FD9AE0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:27:54,231 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FD98C0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
